date_tweeted,author_handle,date_tweeted,day_of_week,followers,following,hour,in_reply_to,text,twitter_id,reply_time
2017-09-27 00:35:01-07:00,himanshutak1990,2017-09-27 00:35:01-07:00,Wednesday,20,63,0,912942492324044800,@AirbnbHelp I m using abnb for the 1st time. Really disappointed.,912943644998385664,15.2833333333
2017-09-27 00:30:26-07:00,himanshutak1990,2017-09-27 00:30:26-07:00,Wednesday,20,63,0,,"@AirbnbHelp I made a booking for 7 guests on airbnb, host is saying airbnb make a booking for only 2 guests. At Last minte this is happening",912942492324044800,0.0
2017-09-27 00:04:05-07:00,reubensagar,2017-09-27 00:04:05-07:00,Wednesday,577,323,0,,How do i use this @AirbnbHelp? https://t.co/uXQRkUSYVi,912935860416466949,20.4166666667
2017-09-26 23:51:49-07:00,freddyfuckup,2017-09-26 23:51:49-07:00,Tuesday,12,9,23,912927448160813056,@AirbnbHelp Still no word and the rental we were set on is now taken. There are very few left. Please let us know w… https://t.co/Nw8WRuzktr,912932773765070848,0.0
2017-09-26 23:45:46-07:00,Kiwiadam14,2017-09-26 23:45:46-07:00,Tuesday,424,242,23,912801379214819330,"@AirbnbHelp Thanks for exceptional customer service. You quickly investigated, resolved problem &amp; found alternative… https://t.co/jqjB5pnnqN",912931252151422976,0.0
2017-09-26 23:44:29-07:00,janesalmon,2017-09-26 23:44:29-07:00,Tuesday,530,493,23,,"@AirbnbHelp 'superhost' Al is busy relisting his catalogue of entire properties AGAIN. Avoiding 90 day cap, again. https://t.co/Sh20LD80cq",912930928867016705,0.0
2017-09-26 23:30:39-07:00,freddyfuckup,2017-09-26 23:30:39-07:00,Tuesday,12,9,23,912913429853360128,@AirbnbHelp Haven't heard back in an hour now and while we're waiting rentals are disappearing. An update would be… https://t.co/HmqMl0VUsa,912927448160813056,0.0
2017-09-26 23:08:25-07:00,RaneemMeknas,2017-09-26 23:08:25-07:00,Tuesday,666,176,23,912913811555971073,@AirbnbHelp I don't mind staying at a non-superhost but I wouldn't stay with someone who didn't provide a gov ID wi… https://t.co/Towvy9Hx3l,912921851202084865,0.0
2017-09-26 22:50:01-07:00,Shielaiperez,2017-09-26 22:50:01-07:00,Tuesday,20,62,22,,@AirbnbHelp POOR SERVICE GUYS!  👎🏻👎🏻👎🏻👎🏻👎🏻 HIGHLY NOT RECOMMENDED 🙅🏼,912917220187090945,0.0
2017-09-26 22:36:11-07:00,freddyfuckup,2017-09-26 22:36:11-07:00,Tuesday,12,9,22,912913429853360128,@AirbnbHelp Much appreciated! Thank you,912913738516369408,0.0
2017-09-26 22:15:51-07:00,freddyfuckup,2017-09-26 22:15:51-07:00,Tuesday,12,9,22,,Can someone from @AirbnbHelp please contact me. Been trying to book a trip for 3 days and it's been nothing but a h… https://t.co/qxYdXljKOr,912908622547636224,19.1
2017-09-26 22:01:54-07:00,AndreaGacs,2017-09-26 22:01:54-07:00,Tuesday,202,118,22,912504508818886658,@AirbnbHelp I updated to iOS 11 and it’s still crashing. check in tomorrow and own home on here. Have Tech look int… https://t.co/2MquA4fiHW,912905114792456192,49.1
2017-09-26 21:50:57-07:00,Shielaiperez,2017-09-26 21:50:57-07:00,Tuesday,20,62,21,,@AirbnbHelp Poor refund processing time! Will never ever book again on this site and will never recommed to my friends! 👎🏻👎🏻👎🏻👎🏻👎🏻,912902359046639621,0.0
2017-09-26 21:16:54-07:00,WBG06,2017-09-26 21:16:54-07:00,Tuesday,66,233,21,912879349082279936,@AirbnbHelp Thank you @AirbnbHelp for helping &amp; responding so quickly. It's incredible the lengths some guests will… https://t.co/Sbso1L8oWf,912893787185336320,0.0
2017-09-26 20:30:57-07:00,WBG06,2017-09-26 20:30:57-07:00,Tuesday,66,233,20,912879349082279936,"@AirbnbHelp I appreciate it, and hope we can come to a resolution quickly.",912882226064445442,0.0
2017-09-26 20:21:36-07:00,ZiGG_,2017-09-26 20:21:36-07:00,Tuesday,1406,1016,20,,"Looking forward to working with @Airbnb @AirbnbHelp soon ! 

#zigventures 🌴🗺✈️🌸🎥🎡🍰
#bookwithme
&amp; get your adventure… https://t.co/FKupP49Xpn",912879870983704576,0.0
2017-09-26 20:17:07-07:00,RaneemMeknas,2017-09-26 20:17:07-07:00,Tuesday,666,176,20,912877823525781504,"@AirbnbHelp I think it's cool actually. I provided you with my passport, a selfie is no big deal :) 

Do hosts get asked the same though?",912878743294799872,5.56666666667
2017-09-26 20:12:54-07:00,WBG06,2017-09-26 20:12:54-07:00,Tuesday,66,233,20,912876848564113408,"@AirbnbHelp If this doesn't work it for us I will stop hosting. My husband and I enjoy hosting but today I feel threatened, and bullied",912877682139987968,0.0
2017-09-26 20:12:01-07:00,WBG06,2017-09-26 20:12:01-07:00,Tuesday,66,233,20,912876848564113408,@AirbnbHelp Stellar reviews! We should have known not to book this guest. From the beginning he wanted to make a side deal,912877459602857984,0.0
2017-09-26 20:11:20-07:00,WBG06,2017-09-26 20:11:20-07:00,Tuesday,66,233,20,912876848564113408,@AirbnbHelp We are currently under review with an agent named camille. I'm furious that a guest would make such fal… https://t.co/upnR0KytnC,912877287871262720,8.18333333333
2017-09-26 20:08:50-07:00,ryanmfowkes,2017-09-26 20:08:50-07:00,Tuesday,44,89,20,912873368726200320,@AirbnbHelp What is the ETA on follow up?,912876657127460864,3.83333333333
2017-09-26 19:49:28-07:00,ryanmfowkes,2017-09-26 19:49:28-07:00,Tuesday,44,89,19,912871291375505409,"@AirbnbHelp To-date on this case, I have experienced otherwise.  You're welcome to replay the 3 conversations we ha… https://t.co/mTiAURVPbu",912871786575826944,6.3
2017-09-26 19:47:43-07:00,edbirao,2017-09-26 19:47:43-07:00,Tuesday,75,150,19,912870591757209603,@AirbnbHelp Thanks guys,912871342462058496,0.0
2017-09-26 19:31:42-07:00,ryanmfowkes,2017-09-26 19:31:42-07:00,Tuesday,44,89,19,912865928953688065,"@AirbnbHelp Proof of ""life partner"" in email.  Also, she laughed at my situation - this was recorded on phone - am… https://t.co/WNfnSZtfAr",912867315036725248,15.8
2017-09-26 19:21:37-07:00,nathanrodger,2017-09-26 19:21:37-07:00,Tuesday,3638,4058,19,912819611380408320,@AirbnbHelp Just dm'd email addy. Hear from you soon!,912864777227005952,0.0
2017-09-26 19:15:13-07:00,laurie_pringle,2017-09-26 19:15:13-07:00,Tuesday,1782,1466,19,,@Airbnb @AirbnbHelp Thanks so much for connecting me to Victoria. She was very helpful &amp; explained everything with great clarity.,912863164261392384,3.75
2017-09-26 19:00:41-07:00,smita_modi,2017-09-26 19:00:41-07:00,Tuesday,5,0,19,,"@AirbnbHelp my place, neighbours got abused by a teenager's loud party. Case team manager Briana believing his story without investigation.",912859506849271808,5.1
2017-09-26 18:57:32-07:00,AnkesWildWorld,2017-09-26 18:57:32-07:00,Tuesday,349,121,18,,@AirbnbHelp ... Who the fuck am i speaking with over the phone? Just because I'm American does not mean im@a trump supporter ! I'm upset!,912858713605603328,7.65
2017-09-26 18:37:25-07:00,jessica_peake,2017-09-26 18:37:25-07:00,Tuesday,97,146,18,912852230134484998,@AirbnbHelp Should be more than $100 fee for peak weekends. Everything is booked or outrageously expensive in melbourne so we’re stranded 😫,912853654155149312,6.45
2017-09-26 18:30:41-07:00,jrossetti007,2017-09-26 18:30:41-07:00,Tuesday,82,209,18,912818515110957056,@AirbnbHelp We have.  I figure if I post it more often that I might incite a outpouring of support from the internets.,912851956321984513,0.0
2017-09-26 18:12:31-07:00,ivan_koshy,2017-09-26 18:12:31-07:00,Tuesday,73,124,18,,"@AirbnbHelp My $200 gift card is giving me an error message, need help asap",912847384559984640,2.48333333333
2017-09-26 18:09:52-07:00,evannkk,2017-09-26 18:09:52-07:00,Tuesday,131,80,18,,@AirbnbHelp I specified my check in/out dates when searching so why are you showing me homes that are not available on those dates???? #k,912846717980233730,9.36666666667
2017-09-26 18:08:09-07:00,MsMariJohn,2017-09-26 18:08:09-07:00,Tuesday,39,39,18,,Hey @AirbnbHelp ! I'm booking my first trip; can you hook it up with a discount code? #pooraf,912846289716383744,2.0
2017-09-26 17:47:27-07:00,paulwoconnell,2017-09-26 17:47:27-07:00,Tuesday,38,74,17,912385762036994049,"@AirbnbHelp All sorted folks, thank you.  Got there in the end once it was escalated to your finance team. Thanks",912841076284653569,3.46666666667
2017-09-26 17:47:15-07:00,Earl_GreyT,2017-09-26 17:47:15-07:00,Tuesday,245,54,17,,"RT @jrossetti007: @AirbnbHelp It would be awesome if one day, maybe a week before any new features are released that we all get a notice of…",912841030076047365,0.0
2017-09-26 17:23:36-07:00,aomer133,2017-09-26 17:23:36-07:00,Tuesday,601,867,17,,@AirbnbHelp how can i delete my #airbnb account ?,912835074344865794,1.01666666667
2017-09-26 17:18:43-07:00,TheBoopBlog,2017-09-26 17:18:43-07:00,Tuesday,193,1025,17,912716691033018373,@AirbnbHelp Sent,912833847993171968,9.51666666667
2017-09-26 17:09:11-07:00,tmac_sa,2017-09-26 17:09:11-07:00,Tuesday,0,2,17,912828784604303361,"@AirbnbHelp @Airbnb - yeah, I've heard that already a few times. Is there a limit as to how many times you can respond with that?",912831447165292544,1.91666666667
2017-09-26 16:39:18-07:00,marvelle,2017-09-26 16:39:18-07:00,Tuesday,1772,837,16,,First time using @AirbnbHelp in a while and the UX is *awful* - keeps recommending places that are unavailable - even Instant Booking,912823926392111104,8.41666666667
2017-09-26 16:29:17-07:00,arpat,2017-09-26 16:29:17-07:00,Tuesday,103,59,16,,"Hey @AirbnbHelp, what's up with this bullshit exchange rate? ""$1.00 USD to €0.8169 EUR"" - it's €0.85 right now. Just charge me in EUR!",912821405972144128,23.6833333333
2017-09-26 16:29:14-07:00,edwardaydin,2017-09-26 16:29:14-07:00,Tuesday,33,49,16,912450083697852417,@AirbnbHelp I am the person with the account that is be subjected to fraud where do I DM you,912821394731347968,2.01666666667
2017-09-26 16:26:17-07:00,Samantha797,2017-09-26 16:26:17-07:00,Tuesday,1450,177,16,912811210889764864,@ChrisChristophr @AirbnbHelp @AirbnbHell Uggggh,912820651097980928,0.0
2017-09-26 16:17:52-07:00,FelipeF90,2017-09-26 16:17:52-07:00,Tuesday,60,92,16,912817549640916993,@AirbnbHelp Hi @AirbnbHelp DM HMS2AJ84ZC.,912818532081119232,12.5
2017-09-26 16:16:50-07:00,Coopdz21,2017-09-26 16:16:50-07:00,Tuesday,183,443,16,912818001149403136,"@Airbnb @AirbnbHelp Also, the Airbnb listing is at 69 Sant Miguel, then why are we staying in 71? That can’t be legal",912818273040916485,0.0
2017-09-26 16:15:45-07:00,Coopdz21,2017-09-26 16:15:45-07:00,Tuesday,183,443,16,,"Wow @Airbnb @AirbnbHelp where’s the customer service? Was told that someone would reach out, no one has called. Won’t amount of money too",912818001149403136,4.56666666667
2017-09-26 16:14:38-07:00,jrossetti007,2017-09-26 16:14:38-07:00,Tuesday,82,209,16,912816278666121217,"@AirbnbHelp It would be awesome if one day, maybe a week before any new features are released that we all get a not… https://t.co/zZV0SlkxQE",912817720281976832,3.16666666667
2017-09-26 16:12:00-07:00,antiworl,2017-09-26 16:12:00-07:00,Tuesday,17,52,16,912764846361468928,@snow_cx @egomackey @AirbnbHelp bnb,912817056126574592,0.0
2017-09-26 16:10:26-07:00,FelipeF90,2017-09-26 16:10:26-07:00,Tuesday,60,92,16,,@AirbnbHelp @airbnb_br  entrei em contato ha poucas horas sobre um hóspede que ultrapassou o check-out em mais de 4… https://t.co/LVsC8SNLcJ,912816665137737729,3.51666666667
2017-09-26 16:02:13-07:00,dahlucinda,2017-09-26 16:02:13-07:00,Tuesday,5,54,16,912471258528456705,"@sarahmlbender @AirbnbHelp Did you hear back about this?  As an @Airbnb customer, it matters to me.",912814595257110528,0.0
2017-09-26 15:58:38-07:00,cesar_rivs,2017-09-26 15:58:38-07:00,Tuesday,385,809,15,912811465450680320,@AirbnbHelp Done!,912813691732598785,2.06666666667
2017-09-26 15:48:46-07:00,ChrisChristophr,2017-09-26 15:48:46-07:00,Tuesday,10098,657,15,912810782844432384,@Samantha797 @AirbnbHelp @AirbnbHell For me it was $3000 in cat piss damages that Airbnb gave me only $472 for. Our… https://t.co/xvYs7N9ymu,912811210889764864,0.0
2017-09-26 15:47:47-07:00,ChrisChristophr,2017-09-26 15:47:47-07:00,Tuesday,10098,657,15,912810782844432384,@Samantha797 @AirbnbHelp @AirbnbHell You better get a cut of profits!,912810962020843521,0.0
2017-09-26 15:47:35-07:00,ChrisChristophr,2017-09-26 15:47:35-07:00,Tuesday,10098,657,15,912810782844432384,@Samantha797 @AirbnbHelp @AirbnbHell Oh my. Haha,912810913991757824,0.0
2017-09-26 15:47:04-07:00,Samantha797,2017-09-26 15:47:04-07:00,Tuesday,1450,177,15,912800458636324864,"@ChrisChristophr @AirbnbHelp @AirbnbHell We already had porn shot in our house, so this weekend was nothing 🙄",912810782844432384,0.0
2017-09-26 15:28:57-07:00,AcheronFlood,2017-09-26 15:28:57-07:00,Tuesday,295,364,15,,RT @egomackey: @AirbnbHelp fuck yall,912806222654578688,0.0
2017-09-26 15:26:27-07:00,DisdainedSock,2017-09-26 15:26:27-07:00,Tuesday,173,129,15,,RT @egomackey: @AirbnbHelp fuck yall,912805594956013570,0.0
2017-09-26 15:19:21-07:00,JamieTFox,2017-09-26 15:19:21-07:00,Tuesday,1548,2881,15,,RT @AirbnbHelp: @JamieTFox Hi there. Hosts can list their space for free to those displaced through our disaster program. More info here: h…,912803808912097280,0.0
2017-09-26 15:09:37-07:00,psicoelton,2017-09-26 15:09:37-07:00,Tuesday,2,62,15,912764362124926978,@AirbnbHelp Any answer?,912801359832940546,16.1833333333
2017-09-26 15:06:03-07:00,ChrisChristophr,2017-09-26 15:06:03-07:00,Tuesday,10098,657,15,911642626167918592,@Samantha797 @AirbnbHelp Do yourself a huge favor and get as far away from them as possible. Just look up… https://t.co/gUdUrkZeJC,912800458636324864,0.0
2017-09-26 15:03:38-07:00,ChrisChristophr,2017-09-26 15:03:38-07:00,Tuesday,10098,657,15,912448596590694400,@AirbnbHelp Yes. I qualify,912799852190240768,0.0
2017-09-26 15:01:56-07:00,Kiwiadam14,2017-09-26 15:01:56-07:00,Tuesday,424,242,15,912794341638377472,@AirbnbHelp Done. Hopefully you can see the message exchange I've had from the host?,912799423746465792,7.76666666667
2017-09-26 14:39:11-07:00,JamieTFox,2017-09-26 14:39:11-07:00,Tuesday,1548,2881,14,906989755849629696,@AirbnbHelp Could you please do something to enable hosts to offer housing to displaced Puerto Ricans?,912793699603554305,17.1666666667
2017-09-26 14:35:36-07:00,nick_stracener,2017-09-26 14:35:36-07:00,Tuesday,1748,1196,14,912792733743448070,@AirbnbHelp Ok good thank u. Never have gotten your site to work,912792799401082880,0.0
2017-09-26 14:34:30-07:00,nick_stracener,2017-09-26 14:34:30-07:00,Tuesday,1748,1196,14,,"RT @AirbnbHelp: @nick_stracener There are several reasons this could be happening. Would you please DM your account email or phone number,…",912792519141978112,0.0
2017-09-26 14:34:24-07:00,nick_stracener,2017-09-26 14:34:24-07:00,Tuesday,1748,1196,14,912789588871143426,@AirbnbHelp Dm'd you guys. No response yet,912792496438235136,0.95
2017-09-26 14:21:40-07:00,lair_tiffany,2017-09-26 14:21:40-07:00,Tuesday,6,102,14,,"@AirbnbHelp my account has a ""technical problem"" according the the two people I talked to today on the phone. How long b4 it's fixed?",912789289272053761,4.56666666667
2017-09-26 14:10:42-07:00,AndBall79,2017-09-26 14:10:42-07:00,Tuesday,372,377,14,912786328638586880,@Airbnb_uk @AirbnbHelp ?,912786532074967040,0.0
2017-09-26 14:07:19-07:00,DSky3,2017-09-26 14:07:19-07:00,Tuesday,642,667,14,,@AirbnbHelp is there an option to speak to someone over the phone about condo insurance concerns when hosting?,912785680543174656,14.5
2017-09-26 14:05:26-07:00,WillowLymeInfo,2017-09-26 14:05:26-07:00,Tuesday,259,52,14,912284874366693377,@AirbnbHelp You had a look and told me my host was emailing in Dutch. Not true. She's Greek and cannot speak Dutch.… https://t.co/regH802uf1,912785206322581504,14.2833333333
2017-09-26 13:51:19-07:00,HeigoPaartalu,2017-09-26 13:51:19-07:00,Tuesday,1039,56,13,912780515404648449,"@AirbnbHelp All good, the resolution center rep said it’s incorrect to do thru Airbnb’s website which I highly doubt though.",912781651477794816,12.7666666667
2017-09-26 13:34:16-07:00,SofieLuyck,2017-09-26 13:34:16-07:00,Tuesday,4,19,13,,"@AirbnbHelp I can't log into my account. I keep being asked to verify, but it doesn't work. Help! I send a message, but I didn't get a reply",912777363208986625,0.0
2017-09-26 13:26:46-07:00,exdysiast,2017-09-26 13:26:46-07:00,Tuesday,527,431,13,,@AirbnbHelp I've been pointing my camera at my document for a v long time lol why isn't the camera getting my ID?,912775475289870337,11.05
2017-09-26 13:11:39-07:00,Rockhopper1973G,2017-09-26 13:11:39-07:00,Tuesday,0,7,13,906966827611201537,@AirbnbHelp @Airbnb Don't forget France this place was so disgusting we had to leave. No response still from custom… https://t.co/OfQSw0EflP,912771671563612160,0.0
2017-09-26 13:02:51-07:00,bethanlowe,2017-09-26 13:02:51-07:00,Tuesday,291,149,13,912765800414683139,@lucy_bladon @Airbnb Incompetent clearly! @Airbnb @AirbnbHelp,912769454530088960,0.0
2017-09-26 13:01:50-07:00,NashCLC,2017-09-26 13:01:50-07:00,Tuesday,74,191,13,,@AirbnbHelp hi. my discount code for first time use seems to have disappeared.,912769201617739776,4.98333333333
2017-09-26 12:55:12-07:00,abiwinship,2017-09-26 12:55:12-07:00,Tuesday,365,297,12,912765800414683139,@lucy_bladon @Airbnb @AirbnbHelp 💩 customer service,912767529478770688,0.0
2017-09-26 12:49:30-07:00,GrayBlue,2017-09-26 12:49:30-07:00,Tuesday,2137,2038,12,912765760988119041,"@AirbnbHelp the email says to contact you if i feel it's in error, and yet there's no option anywhere to do so. you… https://t.co/iQTHpDcOA0",912766095387439104,0.0
2017-09-26 12:48:10-07:00,GrayBlue,2017-09-26 12:48:10-07:00,Tuesday,2137,2038,12,,@AirbnbHelp wtf? I just made a reservation earlier today and it's been cancelled because you think it's not legitimate? what gives?,912765760988119041,4.56666666667
2017-09-26 12:45:28-07:00,egomackey,2017-09-26 12:45:28-07:00,Tuesday,1889,878,12,,RT @snow_cx: @egomackey @AirbnbHelp kinda sad how they just got away with robbing u,912765081104080899,0.0
2017-09-26 12:44:58-07:00,psicoelton,2017-09-26 12:44:58-07:00,Tuesday,2,62,12,912764362124926978,"@AirbnbHelp IF its HIGH, is because something is not good! I waiting for more one day. But the image of Airbnb for me is melting.",912764956071866368,0.0
2017-09-26 12:44:32-07:00,snow_cx,2017-09-26 12:44:32-07:00,Tuesday,135,85,12,912763874407043073,@egomackey @AirbnbHelp kinda sad how they just got away with robbing u,912764846361468928,0.0
2017-09-26 12:40:40-07:00,egomackey,2017-09-26 12:40:40-07:00,Tuesday,1889,878,12,912763760670134275,@AirbnbHelp n i probably would if i had the money but these mufukrs robbed me clean lmao fuk u,912763874407043073,0.0
2017-09-26 12:40:13-07:00,egomackey,2017-09-26 12:40:13-07:00,Tuesday,1889,878,12,912763513323577345,@AirbnbHelp i just dont get why they lied n told me theyd cover all my hotel fees n then jus go back on it when i g… https://t.co/6W6nnYZipO,912763760670134275,0.0
2017-09-26 12:39:45-07:00,psicoelton,2017-09-26 12:39:45-07:00,Tuesday,2,62,12,912762211461935111,@AirbnbHelp I ve been answering my e-mail every day asking for support. Every single day. Do you have a phone to so… https://t.co/5sg7YVXVln,912763644018069507,0.0
2017-09-26 12:39:14-07:00,egomackey,2017-09-26 12:39:14-07:00,Tuesday,1889,878,12,,none this shit wuda happend 2 me if @AirbnbHelp actually worked like all my issues stem from them fukn me the second i touched donw in mtl,912763513323577345,0.0
2017-09-26 12:38:48-07:00,egomackey,2017-09-26 12:38:48-07:00,Tuesday,1889,878,12,912758653094170624,@AirbnbHelp fuck yall,912763403462201346,0.0
2017-09-26 12:37:44-07:00,psicoelton,2017-09-26 12:37:44-07:00,Tuesday,2,62,12,912762211461935111,@AirbnbHelp I am already did it. How much time you need to solve me problem? Now is critical ? Or need to send more… https://t.co/FjI9gF3KQ7,912763134305292288,4.86666666667
2017-09-26 12:30:00-07:00,TheSoftOne,2017-09-26 12:30:00-07:00,Tuesday,9,44,12,,"@AirbnbHelp I have been trying to call all day! Need help please :) got cut off this morning, need assistance. On hold now with call centre.",912761190522036225,5.61666666667
2017-09-26 12:23:56-07:00,psicoelton,2017-09-26 12:23:56-07:00,Tuesday,2,62,12,912325557035110400,@AirbnbHelp I m sorry is enought. I need quicly answer. Are more than 2 weeks trying to solve it.,912759663699120129,0.0
2017-09-26 12:23:23-07:00,psicoelton,2017-09-26 12:23:23-07:00,Tuesday,2,62,12,912325557035110400,@AirbnbHelp 3 errors with the customer in the same trip. And you ask me for patience? What kind of treatment is thi… https://t.co/uWJuabXQGf,912759522451689474,10.6833333333
2017-09-26 12:16:09-07:00,psicoelton,2017-09-26 12:16:09-07:00,Tuesday,2,62,12,912325557035110400,@AirbnbHelp What kind is this treatment for clients? patience? We travel to have positive experiences and not bad t… https://t.co/K4xSVyRGmt,912757702203408384,5.93333333333
2017-09-26 12:13:58-07:00,psicoelton,2017-09-26 12:13:58-07:00,Tuesday,2,62,12,912325557035110400,@AirbnbHelp This is the way the you've been treating their customers? I want to talk with you. You don´t have any care about clients.,912757153987022848,0.0
2017-09-26 12:12:17-07:00,psicoelton,2017-09-26 12:12:17-07:00,Tuesday,2,62,12,911225583497080832,"@AirbnbHelp The EBANX sent me a email saying that I am right, but airbnb is the responsible to solve the issue. Wha… https://t.co/Piv1zszuk4",912756729514995712,2.7
2017-09-26 11:58:59-07:00,carlgieringer,2017-09-26 11:58:59-07:00,Tuesday,243,1584,11,908297873317666817,"@AirbnbHelp Hi @AirbnbHelp, it has now been 1 month since my original email and over two weeks since your first reply here. What's going on?",912753385337745413,18.1
2017-09-26 11:37:57-07:00,emphatic_maybe,2017-09-26 11:37:57-07:00,Tuesday,89,495,11,912743443490852864,@AirbnbHelp Thank you!! Just sent it,912748090016149504,0.0
2017-09-26 11:30:19-07:00,LucyWearne,2017-09-26 11:30:19-07:00,Tuesday,70,116,11,,Fantastic customer service @AirbnbHelp @Airbnb_uk full refund after not being able to go to our booking due to daughter going to hospital 😀,912746167628378113,0.0
2017-09-26 11:12:18-07:00,LizzHern,2017-09-26 11:12:18-07:00,Tuesday,160,147,11,912740560812888065,@AirbnbHelp I did,912741636475584513,5.86666666667
2017-09-26 10:43:45-07:00,amandablount2,2017-09-26 10:43:45-07:00,Tuesday,27000,19210,10,912733657751748613,@AirbnbHelp THANK YOU!!  THANK YOU!! THANK YOU!!,912734451402182657,0.0
2017-09-26 10:41:04-07:00,EmbaMexMar1,2017-09-26 10:41:04-07:00,Tuesday,2372,289,10,,RT @AirbnbHelp: We've activated our Disaster Response Program to help those impacted by the earthquake in CDMX find free temporary accommod…,912733775443972098,0.0
2017-09-26 10:41:01-07:00,EmbaMexMar1,2017-09-26 10:41:01-07:00,Tuesday,2372,289,10,,RT @AirbnbHelp: We also encourage local hosts in CMDX to list their spaces thru the program to help neighbors in need. 2/2 https://t.co/r11…,912733761732784129,0.0
2017-09-26 10:36:06-07:00,PlanetWilson,2017-09-26 10:36:06-07:00,Tuesday,222,507,10,912730010921947137,@AirbnbHelp Do you mean this evening or I need to try and find somewhere else to sleep?,912732524220166144,9.0
2017-09-26 10:31:02-07:00,Wygle,2017-09-26 10:31:02-07:00,Tuesday,1884,874,10,912730805218299904,"@AirbnbHelp Is there any way to transfer administration privileges? I created our listings, but my wife is the boss.",912731252028870657,8.21666666667
2017-09-26 10:21:52-07:00,ARnws_com,2017-09-26 10:21:52-07:00,Tuesday,179,203,10,912715083729588225,"@AirbnbHelp define #Kafkaesque: ""When Airbnb removes an account they never give an explanation. It's in their Terms of Service."" #airbnb",912728944469737473,0.0
2017-09-26 10:20:18-07:00,Wygle,2017-09-26 10:20:18-07:00,Tuesday,1884,874,10,,"@AirbnbHelp is there a way to give a co-host full access to stats? I see all the info on my profile, but my wife doesn’t on her’s.",912728551429828608,8.96666666667
2017-09-26 10:20:09-07:00,ARnws_com,2017-09-26 10:20:09-07:00,Tuesday,179,203,10,912715083729588225,@AirbnbHelp Thanks for your very unsatisfactory answer in DM.,912728512108335104,0.0
2017-09-26 10:15:58-07:00,dnnlmm,2017-09-26 10:15:58-07:00,Tuesday,35,6,10,,@AirbnbHelp hey trying to access my account and it’s locked for security reasons? Trying to book a Japan trip and stuck in limbo. Help?,912727460340424704,3.13333333333
2017-09-26 10:12:08-07:00,AColleranTGA,2017-09-26 10:12:08-07:00,Tuesday,23,243,10,912725967189266432,"@AirbnbHelp Hi, thanks for this. Will do.",912726494878855168,0.0
2017-09-26 10:08:53-07:00,mattmiggz,2017-09-26 10:08:53-07:00,Tuesday,3186,507,10,,"@AirbnbHelp 3 airbnbs cancelled on us after confirming, flight to london is tonight, what exactly are we supposed to do?",912725677132124160,0.0
2017-09-26 10:03:39-07:00,AtomicBistro,2017-09-26 10:03:39-07:00,Tuesday,1295,1296,10,912105904568401920,@AirbnbHelp @dhruinszquii We are ...,912724357788598272,0.0
2017-09-26 10:03:22-07:00,AtomicBistro,2017-09-26 10:03:22-07:00,Tuesday,1295,1296,10,912723616562843649,"@bunkerroc @dhruinszquii @AirbnbHelp Lol, he is copying you ! He’ll be opening a cafe like us soon",912724287244701696,0.0
2017-09-26 10:00:42-07:00,bunkerroc,2017-09-26 10:00:42-07:00,Tuesday,2671,2670,10,912523649139212288,@dhruinszquii @AirbnbHelp Cough cough,912723616562843649,0.0
2017-09-26 09:56:54-07:00,bpenris,2017-09-26 09:56:54-07:00,Tuesday,87,249,9,,"@AirbnbHelp I'm unable to log on with FB, after logging on it says ""you have an account"" but a pwd reset says no account with this address.",912722660173467648,1.61666666667
2017-09-26 09:52:13-07:00,RejiChakupuraka,2017-09-26 09:52:13-07:00,Tuesday,0,3,9,,@AirbnbHelp ich habe problem bei co-host. i havent any cohost in india. I dont know how to proceed. i have the e mail of him how to proceed,912721483687964673,1.7
2017-09-26 09:50:08-07:00,oliverthring,2017-09-26 09:50:08-07:00,Tuesday,21690,1128,9,912719765306789890,@AirbnbHelp @RyanRileyy Hi there - please DM me - this is the second time in a row this has happened and I have already lost money.,912720959303536643,3.8
2017-09-26 09:49:45-07:00,RyanRileyy,2017-09-26 09:49:45-07:00,Tuesday,2166,655,9,912719765306789890,@AirbnbHelp Cc: @oliverthring,912720861957967873,0.0
2017-09-26 09:48:52-07:00,resiposti1984,2017-09-26 09:48:52-07:00,Tuesday,21,139,9,,RT @santiso_ana: Dear @AirbnbHelp: Why do cent-values keep getting substracted from my payouts?,912720638711783424,0.0
2017-09-26 09:43:01-07:00,RyanRileyy,2017-09-26 09:43:01-07:00,Tuesday,2166,655,9,912715893100224517,@AirbnbHelp My partner booked it. I will get him to DM. What are we meant to do for accommodation tonight?,912719166632792065,2.38333333333
2017-09-26 09:33:29-07:00,alexdinger1,2017-09-26 09:33:29-07:00,Tuesday,3,3,9,,@AirbnbHelp I sent an email 2 days ago and I haven't gotten a reply.,912716769319583744,0.0
2017-09-26 09:29:21-07:00,jaipuria,2017-09-26 09:29:21-07:00,Tuesday,148,86,9,,@AirbnbHelp not receiving the sms to confirm my mobile number while booking.. pls advice,912715729203486720,2.46666666667
2017-09-26 09:28:06-07:00,kengdelacruz1,2017-09-26 09:28:06-07:00,Tuesday,28,162,9,,"@AirbnbHelp hi, my guest's reservation cannot push thru with a message that his acct is still pending verification. why is it and what 2do?",912715411623251968,4.86666666667
2017-09-26 09:27:47-07:00,TheBoopBlog,2017-09-26 09:27:47-07:00,Tuesday,193,1025,9,,"Dear @AirbnbHelp finally signing up for your service and you don't like my phone number. Not ""supporting it"" What's up with that?",912715333655564293,5.4
