,author_handle,date_tweeted,day_of_week,followers,following,hour,in_reply_to,text,twitter_id
621,AirbnbHelp,2017-09-26 09:57:42-07:00,Tuesday,50454,6005,9,912722217011699713,"@GershonConsult Hi, we're sorry for the inconvenience. We'd like to help. May we ask if you could DM us your reques… https://t.co/dhnsDyz7Gu",912722863882371073
622,AirbnbHelp,2017-09-26 09:53:56-07:00,Tuesday,50454,6005,9,912720959303536643,"@oliverthring Hi Oliver, we've just responded to your DM and we're standing by to assist there. Thank you",912721913734160386
623,AirbnbHelp,2017-09-26 09:53:55-07:00,Tuesday,50454,6005,9,912721483687964673,"@RejiChakupuraka Hi Reji, thank you for contacting us. Could you DM us with more detail? We'd like to follow up with you.",912721910693277696
624,AirbnbHelp,2017-09-26 09:52:16-07:00,Tuesday,50454,6005,9,912720962549841920,"@successamerican Hi there, we're sorry to hear that. Could you please DM us your email address, we'd like to follow up. Thank you",912721495994044416
625,AirbnbHelp,2017-09-26 09:45:24-07:00,Tuesday,50454,6005,9,912719166632792065,"@RyanRileyy Hi again, we'll connect your partner with a Case Manager who will provide the options available to meet… https://t.co/i2obYfUCpY",912719765306789890
626,AirbnbHelp,2017-09-26 09:33:23-07:00,Tuesday,50454,6005,9,912715126515666944,@Meta_Artist We've also requested your case manager follows up you. Thank you 2/2,912716741771448326
627,AirbnbHelp,2017-09-26 09:33:11-07:00,Tuesday,50454,6005,9,912715333655564293,"@TheBoopBlog Hmm...That's strange 🤔  We'd like to look into this further, Beth. Can you please send us a private me… https://t.co/AohrDNdLs7",912716691033018373
628,AirbnbHelp,2017-09-26 09:33:01-07:00,Tuesday,50454,6005,9,912715126515666944,@Meta_Artist You can reply directly to the email your case manager sent earlier to continue to get support. 1/2,912716649828151296
629,AirbnbHelp,2017-09-26 09:32:58-07:00,Tuesday,50454,6005,9,912715411623251968,"@kengdelacruz1 Hi Keng, your guest still needs to finish verifying his account through Airbnb before you can accept… https://t.co/7K1YibffdR",912716636154728448
630,AirbnbHelp,2017-09-26 09:31:49-07:00,Tuesday,50454,6005,9,912715729203486720,"@jaipuria Hi there, we can take a look into this for you. May we ask for the email address linked to your Airbnb ac… https://t.co/tC3e9G1otV",912716347112640514
631,AirbnbHelp,2017-09-26 09:30:01-07:00,Tuesday,50454,6005,9,912715133889187840,"@RyanRileyy Hi Ryan, we're sorry to hear about this and are here to help. Please DM us your account's email and confirmation. Thank you.",912715893100224517
632,AirbnbHelp,2017-09-26 09:28:10-07:00,Tuesday,50454,6005,9,912714829130903552,"@suzboop Once a reservation ends, both parties have 14 days to complete their review. Learn more here:… https://t.co/MPV4EWUkPy",912715428845277185
